device_id,device_serial,model_kind,variant_key,variant_label,horizon,metric_code,run_id,target_ts,predicted,actual,freq,error,abs_error,sq_error,ape,smape,scaled_abs_error,scaled_sq_error,pinball_q10,pinball_q50,pinball_q90,pinball_avg,in_interval80,winkler80,p10,p50,p90,interval_width,tolerance_sec
1,DEMO-SARIMA-001,lstm,lstm,LSTM,24h,cpu_load_total,262,2026-04-15T18:00:00+00:00,57.80384815382018,64.65415554557997,1h,-6.850307391759792,6.850307391759792,46.92671136159884,0.10595308737627009,0.11188010885062873,0.8552943831640596,0.2883490822005953,1.2783757342749043,3.425153695879896,1.3962252150724546,2.0332515484090847,0,26.746009493473586,51.87039820283093,57.80384815382018,63.10279419549946,11.232395992668536,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,7d,cpu_load_total,262,2026-04-15T18:00:00+00:00,57.80384815382018,64.65415554557997,1h,-6.850307391759792,6.850307391759792,46.92671136159884,0.10595308737627009,0.11188010885062873,0.8552943831640596,0.2883490822005953,1.2783757342749043,3.425153695879896,1.3962252150724546,2.0332515484090847,0,26.746009493473586,51.87039820283093,57.80384815382018,63.10279419549946,11.232395992668536,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,30d,cpu_load_total,262,2026-04-15T18:00:00+00:00,57.80384815382018,64.65415554557997,1h,-6.850307391759792,6.850307391759792,46.92671136159884,0.10595308737627009,0.11188010885062873,0.8552943831640596,0.2883490822005953,1.2783757342749043,3.425153695879896,1.3962252150724546,2.0332515484090847,0,26.746009493473586,51.87039820283093,57.80384815382018,63.10279419549946,11.232395992668536,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,24h,net_bytes_recv,262,2026-04-15T18:00:00+00:00,716.3225535579725,1083.2208929045612,1h,-366.8983393465887,366.8983393465887,134614.39141528457,0.33871054532818623,0.40776824818297325,1.556952563644737,0.8364632837041115,55.02739923472016,183.44916967329436,149.82453243236574,129.43370044679344,0,2048.5193166708586,532.9469005573596,716.3225535579725,916.7491902019326,383.80228964457297,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,7d,net_bytes_recv,262,2026-04-15T18:00:00+00:00,716.3225535579725,1083.2208929045612,1h,-366.8983393465887,366.8983393465887,134614.39141528457,0.33871054532818623,0.40776824818297325,1.556952563644737,0.8364632837041115,55.02739923472016,183.44916967329436,149.82453243236574,129.43370044679344,0,2048.5193166708586,532.9469005573596,716.3225535579725,916.7491902019326,383.80228964457297,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,30d,net_bytes_recv,262,2026-04-15T18:00:00+00:00,716.3225535579725,1083.2208929045612,1h,-366.8983393465887,366.8983393465887,134614.39141528457,0.33871054532818623,0.40776824818297325,1.556952563644737,0.8364632837041115,55.02739923472016,183.44916967329436,149.82453243236574,129.43370044679344,0,2048.5193166708586,532.9469005573596,716.3225535579725,916.7491902019326,383.80228964457297,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,24h,net_bytes_sent,262,2026-04-15T18:00:00+00:00,530.1714144482662,844.9877406587519,1h,-314.8163262104857,314.8163262104857,99109.31924866696,0.37256910492577694,0.4578616591997105,1.4405007925328603,0.64024885476952,43.11823791862463,157.40816310524286,178.50810902531262,126.34483668306002,0,2216.2634694393723,413.8053614725057,530.1714144482662,646.6453972972935,232.84003582478778,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,7d,net_bytes_sent,262,2026-04-15T18:00:00+00:00,530.1714144482662,844.9877406587519,1h,-314.8163262104857,314.8163262104857,99109.31924866696,0.37256910492577694,0.4578616591997105,1.4405007925328603,0.64024885476952,43.11823791862463,157.40816310524286,178.50810902531262,126.34483668306002,0,2216.2634694393723,413.8053614725057,530.1714144482662,646.6453972972935,232.84003582478778,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,30d,net_bytes_sent,262,2026-04-15T18:00:00+00:00,530.1714144482662,844.9877406587519,1h,-314.8163262104857,314.8163262104857,99109.31924866696,0.37256910492577694,0.4578616591997105,1.4405007925328603,0.64024885476952,43.11823791862463,157.40816310524286,178.50810902531262,126.34483668306002,0,2216.2634694393723,413.8053614725057,530.1714144482662,646.6453972972935,232.84003582478778,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,24h,mem_usage_percent,262,2026-04-15T18:00:00+00:00,84.0563546747497,86.04316003087209,1h,-1.9868053561223888,1.9868053561223888,3.9473955231166125,0.02309079949422508,0.023360505872821572,0.5597349469389359,0.12344163423376035,0.38500583239144676,0.9934026780611944,0.2687457863649172,0.5490514322725194,0,6.537516187563639,82.19310170695762,84.0563546747497,85.74455360157773,3.551451894620115,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,7d,mem_usage_percent,262,2026-04-15T18:00:00+00:00,84.0563546747497,86.04316003087209,1h,-1.9868053561223888,1.9868053561223888,3.9473955231166125,0.02309079949422508,0.023360505872821572,0.5597349469389359,0.12344163423376035,0.38500583239144676,0.9934026780611944,0.2687457863649172,0.5490514322725194,0,6.537516187563639,82.19310170695762,84.0563546747497,85.74455360157773,3.551451894620115,7200
1,DEMO-SARIMA-001,lstm,lstm,LSTM,30d,mem_usage_percent,262,2026-04-15T18:00:00+00:00,84.0563546747497,86.04316003087209,1h,-1.9868053561223888,1.9868053561223888,3.9473955231166125,0.02309079949422508,0.023360505872821572,0.5597349469389359,0.12344163423376035,0.38500583239144676,0.9934026780611944,0.2687457863649172,0.5490514322725194,0,6.537516187563639,82.19310170695762,84.0563546747497,85.74455360157773,3.551451894620115,7200
